a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,5.754170229674692,10.34950173110644,27.777724972850166
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,18.21584274792052,10.073307520570516,55.08746416829102
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,19.844590751338785,1,10.197903651845534
college,FALSE,Male,Non-Hispanic Non-Black,College,High school,20.34283994408181,46.239589946171094,0
college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,126.10494019952469,1,63.91443973449913
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,3.572420880635999,1.3579601491907702,40.71939047268601
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,53.784017585980486,1,36.536507797897585
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,32.34464952240034,14.887713510368455,52.11591903034953
no_college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,55.025578705755635,73.84542457720234,12.278392728544784
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,1,45.31697966331243,23.341954054766887
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,4.150360129330467,22.413339727004956,43.27631080011144
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,29.505636612991392,17.789819273731503,1.336001477887157
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,1,11.268369326714147,0
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,1,30.94002764152571,19.78684263044994
no_college,FALSE,Male,Hispanic,< HS,No dad,9.384632771870177,31.26392867073505,25.343237203142603
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,27.32220909227056,27.86592569197289
college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,61.1288503265326,36.27491570343463,22.846003257537255
college,FALSE,Male,Non-Hispanic Non-Black,College,College,17.30207630930057,57.64123261147391,29.952204780632968
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,1.7587999422637512,1,0.5919301860961923
college,TRUE,Female,Hispanic,College,Some college,30.711099878078052,54.166917441085076,70.45897528772436
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,1,30.820994501832224,12.702774930052339
no_college,FALSE,Male,Hispanic,< HS,< HS,6.140929987548175,15.196292676524575,27.3549883589312
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,39.486685212508014,1,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,9.751834211462706,4.1652541007605155,6.877543397427901
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,72.57294713310881,3.8428462662975313,22.6748884067352
college,FALSE,Male,Non-Hispanic Non-Black,College,College,71.566640783213,1,0
no_college,FALSE,Male,Hispanic,< HS,< HS,1,7.78479539932872,14.90965654611933
college,FALSE,Female,Hispanic,College,High school,1,13.173482314339116,0
no_college,TRUE,Male,Non-Hispanic Non-Black,< HS,High school,11.98631676472559,33.75894628012654,33.99517136729736
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,7.828425837716299,23.938443489875823
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,27.08099205665967,11.02209061965706,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,31.157903515633766,17.168596008086176,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,19.387000430817245,45.76469166979098,44.65132163362439
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,40.1292096303293,1,18.229937081075125
no_college,FALSE,Female,Hispanic,< HS,Some college,3.589858588873593,7.081117573978007,12.526291448720949
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,5.1581309061121114,27.64345203353294,0
college,FALSE,Male,Non-Hispanic Non-Black,College,College,6.129269289681904,31.46017283142384,53.533268867612414
no_college,TRUE,Female,Non-Hispanic Non-Black,College,High school,11.536087083383446,11.936335910883713,29.47701038130953
college,FALSE,Male,Non-Hispanic Non-Black,College,College,6.531600136995294,47.70045392232299,47.626198775363044
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,20.213695272402262,0
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,20.210949721451513,11.213350039430425,8.128873955604282
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,31.759829832928236,1,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,28.10858061515353,1,69.54416986286566
college,FALSE,Male,Non-Hispanic Non-Black,College,College,73.21572833583974,5.037697168346316,94.36574990798658
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,4.246976875413241,37.44388890222815,27.885493752394034
college,TRUE,Male,Non-Hispanic Black,Some college,High school,13.709708308682952,2.504380158703615,7.080083151185075
college,FALSE,Male,Non-Hispanic Non-Black,College,College,43.576228320840265,1,77.39984153634425
no_college,FALSE,Female,Hispanic,< HS,No dad,13.800849006875573,1,1.1728370152046477
college,TRUE,Male,Non-Hispanic Non-Black,College,College,17.135300041095363,82.29355955191778,22.52065452656564
no_college,FALSE,Female,Hispanic,< HS,Some college,19.510493942669143,7.191100899431931,22.420422973024117
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,16.509156399570028,16.887217529957177,26.080093345473564
college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,35.085291308063276,81.311040546237,68.27979288631309
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,35.53122649463075,1,3.770016723858456
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,Some college,1,13.475073912889268,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,College,46.06051206722691,1,47.37477873853571
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,26.7204491123347,1,3.446790131904109
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,33.275041215018334,28.07069763205493,42.0290585415288
college,FALSE,Male,Non-Hispanic Non-Black,College,College,91.51655320597523,53.53583426884315,19.229854202673298
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,33.70679991510866,31.21444709076914,25.60519955506552
college,TRUE,Male,Non-Hispanic Non-Black,College,High school,42.40286924853697,71.47994600502643,0
no_college,TRUE,Male,Hispanic,< HS,< HS,40.33924460581636,1,6.150547118408868
no_college,FALSE,Female,Hispanic,Some college,No dad,40.542557561450195,1,7.255376975678484
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,32.209628633906895,53.87673175499296,75.446999964113715
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,8.965771783467984,43.22293953887551,22.74293778648093
college,TRUE,Female,Non-Hispanic Non-Black,College,College,10.354533465517566,89.78023546794697,22.84080159028551
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,12.451665252344743,23.12795213335039,2.3062958861146097
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,1,35.16630018451991,46.77408932405443
no_college,FALSE,Female,Hispanic,High school,No dad,16.393929159043072,14.125975766108503,17.483794589278386
college,TRUE,Male,Non-Hispanic Non-Black,College,College,49.30255015285308,41.76080699635312,30.439139738545286
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,Some college,13.106856626664207,33.63493153876347,4.293797331724477
college,FALSE,Male,Non-Hispanic Non-Black,College,College,1,1,88.54388384415147
no_college,FALSE,Male,Non-Hispanic Black,Some college,College,18.654812361184547,9.132987392355473,40.59494966413288
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,17.7803188680858,31.76175332671499,5.259640765012093
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,49.68198716304352,33.08027780896981,49.194171610354395
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,7.532511066939901,5.823005750470197
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,13.598379850268717,24.22575578732572,25.209756883126058
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,1,1.9858340684007363,0
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,29.17915438678103,2.5413403671140227,0.21645469810060902
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,51.59628663231524,1,88.84203810975445
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,9.006308031171551,19.334770850216287,64.8942303857951
no_college,FALSE,Female,Hispanic,High school,No dad,32.49442861846026,16.113220857749944,20.84870962062815
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,1,1,19.233772336177267
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,2.0510285843957554,26.608835058228358,18.173686237584587
college,TRUE,Female,Non-Hispanic Non-Black,College,College,21.939138917561756,40.4587304869709,73.79061207404004
college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,15.801660068620905,10.499129596892349
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,51.20336038632179,20.9873223831684,57.156578823289294
no_college,FALSE,Male,Hispanic,College,No dad,23.02649235081094,11.220755917740252,33.933398338121165
no_college,FALSE,Female,Hispanic,< HS,< HS,45.30495688143678,13.022211975126142,22.02830114923631
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,15.590502803207395,38.75211172478301,0
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,38.28868786242771,13.271920739424955,3.2050452201879907
college,FALSE,Female,Non-Hispanic Black,High school,High school,34.338083151287464,25.71598118160779,11.871789651870639
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,20.833844000428847,1,20.13989739224277
no_college,FALSE,Female,Hispanic,Some college,Some college,37.202110733282765,41.3921547427522,8.637351003066012
no_college,FALSE,Female,Hispanic,< HS,< HS,1,1,5.944861596958606
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,44.052732871988496,31.80999592788288,1.9173180811613477
college,FALSE,Female,Non-Hispanic Black,College,College,54.29034380564511,34.66842844742404,59.489883157937456
college,FALSE,Male,Non-Hispanic Non-Black,College,High school,87.21264786121203,86.36967804329605,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,2.865750653896267,11.66214530379243,0.7651770074465194
no_college,TRUE,Female,Hispanic,Some college,No dad,16.05461853482828,25.152635260047344,0
no_college,FALSE,Male,Hispanic,< HS,< HS,16.286883699067047,38.12611821314679,24.645038493210894
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1,16.367258190919152,20.209099061080266
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,15.872630354901139,15.689064872443717,82.91592870595113
college,FALSE,Female,Hispanic,< HS,< HS,18.11161160675852,46.62487313023583,16.353721394791904
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,31.471541719237358,1,17.0783872372919
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,32.854461263094066,17.505805551003903,29.174644445448564
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,5.840863484753843,101.81037205215418,31.15017824262384
no_college,FALSE,Male,Hispanic,High school,No dad,10.226661474048159,16.003504298650373,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,1,28.464519113810972,79.11427563042619
no_college,FALSE,Female,Hispanic,< HS,No dad,20.289981879050096,1,0
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,15.23866481167249,13.197599437016631
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,24.211698290083216,10.11095391264288,0
no_college,FALSE,Male,Hispanic,Some college,< HS,1,1,0
no_college,FALSE,Female,Hispanic,College,College,49.48871176212232,1.49042107373268,64.2204606332207
college,TRUE,Female,Non-Hispanic Non-Black,High school,High school,32.8532974565827,57.61509943276393,33.90769635789872
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1.9754557608688508,15.192088108942082,11.17373813366217
college,TRUE,Male,Non-Hispanic Non-Black,College,College,65.21689059176491,1,47.5750908140636
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,22.396059576919907,17.929257045130477,19.895301170894527
no_college,TRUE,Male,Non-Hispanic Non-Black,No mom,Some college,84.27787125721227,71.84031683569341,23.95949704382323
no_college,FALSE,Female,Hispanic,< HS,< HS,11.778207834631955,35.77456835409082,13.937597995878914
no_college,FALSE,Male,Hispanic,High school,College,1,23.814961810155413,38.89284725443139
no_college,FALSE,Male,Hispanic,No mom,< HS,25.746337452584825,25.17326759384717,30.858381048057886
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,16.286974709985397,17.993964810498547
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,22.902547127775144,21.21109668813186,9.981305472594913
no_college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,71.81370393100858,29.78702671515113,35.11094430479753
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,24.715792495835203,1,28.96669349178201
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,34.69500981315579,17.21857078151209,26.333149982558634
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,9.734668098253701,28.337099540312288,4.17908902938335
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,35.513009736895654,12.565826328046018,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,71.88756406520363,14.751817206171827,0
college,TRUE,Male,Non-Hispanic Non-Black,College,College,17.06230996537173,28.956621091651307,58.318159036272476
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,1,49.103841081307124,29.30305703936493
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,14.743745252766765,21.942237488608072,59.212038962986895
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,23.560683484441302,65.534529932298625
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,1,23.725293265416408,35.14475417347341
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,44.7999331781799,35.9218415116043,41.34182163336583
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,Some college,1,13.670433567541487,16.70520389169774
no_college,FALSE,Male,Non-Hispanic Non-Black,College,< HS,27.877518229928977,45.32763443771414,42.793701978575086
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,10.565074590741828,46.55465281772444,51.99997123142032
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1.2188111692275125,17.145944232522883,7.502762010591302
no_college,FALSE,Female,Hispanic,< HS,No dad,7.867670889464058,24.75052835825035,0
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,17.75397042909961,21.298716071348185,15.831265701806956
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,19.148964513703568,5.865917716801459,0
no_college,FALSE,Male,Hispanic,< HS,No dad,22.593604573914718,28.49780533817944,14.394398232317883
no_college,FALSE,Male,Non-Hispanic Black,College,High school,16.509914484178466,1,8.001752607084137
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,9.887059708166301,35.33486445507477,44.4653540296802
no_college,FALSE,Female,Hispanic,< HS,High school,20.78483434202658,1,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,33.754843271965434,57.85840186100856,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,46.80681817801874,45.17129949465769,18.634566101564566
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,40.00238971319261,1,21.768997527944485
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,76.38820489348288,37.33581716006623,100
